ClientID,age,job,marital,education,default,balance,housing,loan,contact,month,pdays,previous,poutcome,actual_subscription,prediction_probability,prediction_high_precision,prediction_high_recall,prediction_balanced
746,41,technician,single,secondary,no,-41,yes,yes,cellular,apr,-1,0,unknown_outcome,No,0.005,No,No,No
747,60,blue-collar,married,secondary,no,322,yes,no,cellular,may,-1,0,unknown_outcome,No,0.03,No,No,No
748,35,entrepreneur,married,primary,no,2643,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.915,Yes,Yes,Yes
749,43,blue-collar,divorced,primary,no,49,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.27,No,Yes,No
750,57,admin.,divorced,primary,no,1,no,no,unspecified,may,-1,0,unknown_outcome,No,0.715,No,Yes,Yes
751,46,admin.,married,secondary,no,3098,yes,no,telephone,nov,-1,0,unknown_outcome,No,0.075,No,No,No
752,31,blue-collar,married,primary,no,352,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.135,No,Yes,No
753,53,technician,married,secondary,no,65,no,no,cellular,aug,-1,0,unknown_outcome,No,0.765,Yes,Yes,Yes
754,35,blue-collar,married,secondary,no,1949,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.175,No,Yes,No
755,32,admin.,single,secondary,no,739,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.005,No,No,No
756,48,management,married,tertiary,no,1167,yes,yes,cellular,jun,-1,0,unknown_outcome,Yes,0.05,No,No,No
757,50,admin.,married,secondary,no,231,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.075,No,No,No
758,40,blue-collar,married,primary,no,1136,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.075,No,No,No
759,42,entrepreneur,married,tertiary,no,233,no,no,cellular,feb,-1,0,unknown_outcome,No,0.095,No,No,No
760,59,admin.,married,secondary,no,817,no,no,cellular,apr,-1,0,unknown_outcome,No,0.1,No,No,No
761,27,blue-collar,single,primary,no,1128,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.825,Yes,Yes,Yes
762,32,management,single,tertiary,no,1831,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.11,No,No,No
763,35,technician,single,secondary,no,450,yes,no,cellular,may,-1,0,unknown_outcome,No,0.005,No,No,No
764,28,services,married,secondary,no,0,yes,no,cellular,may,281,8,failure,No,0.06,No,No,No
765,37,management,divorced,secondary,no,414,no,no,cellular,jan,162,4,failure,No,0.405,No,Yes,Yes
766,57,management,married,primary,no,1052,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.215,No,Yes,No
767,42,admin.,single,secondary,no,1022,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.31,No,Yes,No
768,55,admin.,married,primary,no,343,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.11,No,No,No
769,52,management,married,tertiary,no,1944,yes,no,cellular,apr,323,2,failure,No,0.015,No,No,No
770,26,blue-collar,single,secondary,no,-32,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.425,No,Yes,Yes
771,52,technician,married,secondary,no,1781,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.04,No,No,No
772,26,management,single,tertiary,no,350,no,no,cellular,jul,-1,0,unknown_outcome,No,0.14,No,Yes,No
773,33,unemployed,married,secondary,no,2,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.125,No,Yes,No
774,24,blue-collar,single,primary,no,111,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.87,Yes,Yes,Yes
775,37,management,divorced,tertiary,no,168,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.415,No,Yes,Yes
776,28,technician,single,secondary,no,3,no,no,telephone,may,349,6,failure,No,0.045,No,No,No
777,30,technician,single,secondary,no,102,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.045,No,No,No
778,33,blue-collar,married,primary,no,0,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.1,No,No,No
779,55,management,married,primary,no,159,no,no,unspecified,sep,-1,0,unknown_outcome,No,0.205,No,Yes,No
780,33,blue-collar,married,secondary,no,1134,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.13,No,Yes,No
781,42,blue-collar,married,secondary,no,352,yes,no,cellular,may,-1,0,unknown_outcome,No,0.0,No,No,No
782,37,management,married,tertiary,no,865,yes,no,cellular,jun,-1,0,unknown_outcome,No,0.35,No,Yes,No
783,59,blue-collar,married,primary,no,179,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.085,No,No,No
784,27,blue-collar,single,secondary,no,5,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.215,No,Yes,No
785,23,student,married,tertiary,yes,-230,yes,no,cellular,may,-1,0,unknown_outcome,No,0.235,No,Yes,No
786,51,management,divorced,tertiary,no,0,no,no,cellular,aug,-1,0,unknown_outcome,No,0.085,No,No,No
787,50,blue-collar,married,primary,no,3924,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.065,No,No,No
788,43,technician,married,secondary,no,764,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.045,No,No,No
789,37,blue-collar,divorced,primary,no,511,yes,no,telephone,may,-1,0,unknown_outcome,No,0.535,No,Yes,Yes
790,34,management,single,tertiary,no,4348,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.11,No,No,No
791,41,management,married,tertiary,no,3016,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.53,No,Yes,Yes
792,26,student,single,secondary,no,279,no,no,cellular,may,-1,0,unknown_outcome,No,0.095,No,No,No
793,49,management,divorced,tertiary,no,1405,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.22,No,Yes,No
794,29,blue-collar,single,secondary,no,908,yes,no,unspecified,jun,-1,0,unknown_outcome,Yes,0.03,No,No,No
795,30,management,single,tertiary,no,162,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.235,No,Yes,No
796,38,services,divorced,secondary,no,792,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.08,No,No,No
797,58,management,married,secondary,no,111,no,no,telephone,mar,-1,0,unknown_outcome,No,0.29,No,Yes,No
798,34,student,single,secondary,no,1281,no,no,cellular,aug,117,1,failure,No,0.125,No,Yes,No
799,53,services,divorced,secondary,no,1012,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.49,No,Yes,Yes
800,50,management,married,tertiary,no,2881,no,no,cellular,aug,2,5,other,No,0.01,No,No,No
801,30,blue-collar,single,secondary,no,445,yes,no,cellular,apr,330,2,failure,No,0.11,No,No,No
802,40,management,married,secondary,no,643,yes,no,cellular,apr,256,1,failure,No,0.61,No,Yes,Yes
803,57,housemaid,single,secondary,no,254,no,no,cellular,oct,-1,0,unknown_outcome,No,0.025,No,No,No
804,40,management,married,tertiary,no,-1212,yes,no,cellular,may,333,18,failure,No,0.83,Yes,Yes,Yes
805,41,technician,married,secondary,no,2125,yes,yes,cellular,nov,116,4,failure,No,0.135,No,Yes,No
806,53,technician,divorced,secondary,no,629,yes,no,cellular,may,-1,0,unknown_outcome,No,0.26,No,Yes,No
807,48,blue-collar,married,secondary,no,-202,yes,yes,cellular,jul,-1,0,unknown_outcome,No,0.085,No,No,No
808,32,technician,single,secondary,no,271,yes,no,cellular,may,268,2,other,No,0.02,No,No,No
809,34,management,married,tertiary,no,703,yes,no,cellular,apr,-1,0,unknown_outcome,Yes,0.1,No,No,No
810,46,blue-collar,married,secondary,no,-216,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.165,No,Yes,No
811,45,services,divorced,secondary,no,88,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.0,No,No,No
812,51,admin.,single,tertiary,no,16,yes,no,cellular,jan,-1,0,unknown_outcome,No,0.02,No,No,No
813,31,management,married,secondary,no,466,yes,no,cellular,may,-1,0,unknown_outcome,No,0.645,No,Yes,Yes
814,47,technician,married,secondary,no,-75,yes,no,cellular,feb,247,1,other,No,0.175,No,Yes,No
815,32,blue-collar,married,secondary,no,456,no,no,cellular,may,-1,0,unknown_outcome,No,0.185,No,Yes,No
816,41,technician,married,secondary,no,77,yes,no,cellular,may,-1,0,unknown_outcome,No,0.16,No,Yes,No
817,37,services,single,secondary,no,-244,no,no,unspecified,jul,-1,0,unknown_outcome,No,0.085,No,No,No
818,27,blue-collar,single,primary,no,1209,no,no,cellular,jan,-1,0,unknown_outcome,No,0.11,No,No,No
819,27,services,married,secondary,no,58,yes,no,cellular,may,337,2,other,No,0.44,No,Yes,Yes
820,50,management,married,secondary,yes,421,no,no,cellular,nov,-1,0,unknown_outcome,No,0.125,No,Yes,No
821,31,management,single,tertiary,no,112,yes,no,cellular,feb,271,1,failure,No,0.2,No,Yes,No
822,40,self-employed,married,tertiary,no,13669,no,no,cellular,oct,136,8,other,No,0.085,No,No,No
823,43,management,married,tertiary,no,1429,yes,no,cellular,nov,198,2,other,Yes,0.36,No,Yes,No
824,39,technician,married,tertiary,no,794,no,no,telephone,feb,-1,0,unknown_outcome,No,0.06,No,No,No
825,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,feb,-1,0,unknown_outcome,No,0.005,No,No,No
826,48,technician,married,secondary,no,454,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.22,No,Yes,No
827,32,blue-collar,single,primary,no,882,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.195,No,Yes,No
828,47,unemployed,married,primary,no,168,yes,no,telephone,jan,241,1,other,No,0.305,No,Yes,No
829,35,management,single,tertiary,no,714,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.5,No,Yes,Yes
830,42,management,single,tertiary,no,0,no,no,cellular,sep,-1,0,unknown_outcome,No,0.09,No,No,No
831,47,blue-collar,married,secondary,no,1996,no,no,unspecified,jun,-1,0,unknown_outcome,Yes,0.01,No,No,No
832,59,retired,married,secondary,no,163,no,no,cellular,jul,-1,0,unknown_outcome,No,0.095,No,No,No
833,38,admin.,married,secondary,no,3190,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.125,No,Yes,No
834,50,unemployed,married,secondary,no,1772,no,no,cellular,jul,-1,0,unknown_outcome,No,0.47,No,Yes,Yes
835,27,services,single,secondary,no,-151,no,no,cellular,jul,-1,0,unknown_outcome,No,0.12,No,Yes,No
836,55,housemaid,married,primary,no,16,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.07,No,No,No
837,39,services,single,secondary,no,7066,yes,no,cellular,may,357,3,other,Yes,0.065,No,No,No
838,31,technician,single,tertiary,no,454,no,no,cellular,feb,-1,0,unknown_outcome,No,0.265,No,Yes,No
839,37,entrepreneur,married,tertiary,no,4798,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.235,No,Yes,No
840,28,technician,single,secondary,yes,-298,yes,no,unspecified,jun,-1,0,unknown_outcome,No,0.0,No,No,No
841,42,technician,married,secondary,no,439,no,no,cellular,aug,-1,0,unknown_outcome,No,0.065,No,No,No
842,40,services,divorced,secondary,no,1927,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.01,No,No,No
843,59,management,single,secondary,no,671,yes,yes,cellular,jan,259,5,failure,No,0.135,No,Yes,No
844,40,services,single,secondary,no,65,yes,no,cellular,may,-1,0,unknown_outcome,No,0.375,No,Yes,No
845,43,technician,married,secondary,no,-932,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.115,No,No,No
846,38,technician,single,secondary,no,4366,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.15,No,Yes,No
847,54,retired,married,primary,no,0,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.45,No,Yes,Yes
848,41,blue-collar,married,secondary,no,4900,yes,no,telephone,jul,-1,0,unknown_outcome,No,0.015,No,No,No
849,55,housemaid,divorced,primary,no,976,no,no,cellular,jun,94,3,other,Yes,0.075,No,No,No
850,33,management,married,tertiary,no,148,no,no,unspecified,may,-1,0,unknown_outcome,No,0.05,No,No,No
851,46,blue-collar,married,secondary,no,5,no,no,cellular,aug,-1,0,unknown_outcome,No,0.275,No,Yes,No
852,36,management,married,secondary,no,-148,no,no,cellular,nov,-1,0,unknown_outcome,No,0.345,No,Yes,No
853,48,technician,divorced,tertiary,no,113,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.365,No,Yes,No
854,42,management,married,secondary,no,-105,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.025,No,No,No
855,46,management,divorced,tertiary,no,624,no,no,cellular,sep,183,2,success,Yes,0.155,No,Yes,No
856,49,technician,married,secondary,yes,-1680,yes,yes,unspecified,jun,-1,0,unknown_outcome,No,0.05,No,No,No
857,36,blue-collar,married,secondary,no,-461,no,no,cellular,may,353,1,failure,No,0.025,No,No,No
858,34,technician,single,tertiary,no,144,yes,yes,cellular,oct,85,19,failure,No,0.03,No,No,No
859,51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,apr,-1,0,unknown_outcome,No,0.685,No,Yes,Yes
860,58,blue-collar,married,primary,no,309,no,no,cellular,aug,-1,0,unknown_outcome,No,0.04,No,No,No
861,48,management,married,tertiary,no,866,no,no,cellular,jan,-1,0,unknown_outcome,No,0.055,No,No,No
862,41,admin.,single,secondary,no,1020,yes,no,unspecified,may,-1,0,unknown_outcome,Yes,0.005,No,No,No
863,49,self-employed,married,primary,no,489,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.25,No,Yes,No
864,43,management,married,primary,no,8167,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.07,No,No,No
865,32,blue-collar,single,secondary,no,-255,no,yes,unspecified,jul,-1,0,unknown_outcome,No,0.04,No,No,No
866,54,retired,married,secondary,no,3671,no,no,unspecified,jun,-1,0,unknown_outcome,No,0.135,No,Yes,No
867,33,blue-collar,divorced,primary,no,636,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.175,No,Yes,No
868,35,technician,married,secondary,no,141,yes,no,cellular,aug,-1,0,unknown_outcome,No,0.5,No,Yes,Yes
869,56,technician,married,secondary,no,150,yes,yes,cellular,may,349,1,failure,No,0.275,No,Yes,No
870,57,technician,married,secondary,no,839,no,yes,unspecified,may,-1,0,unknown_outcome,No,0.095,No,No,No
871,31,housemaid,single,primary,no,26965,no,no,cellular,apr,-1,0,unknown_outcome,Yes,0.22,No,Yes,No
872,33,technician,single,secondary,no,716,yes,no,cellular,may,-1,0,unknown_outcome,No,0.0,No,No,No
873,29,technician,single,tertiary,no,2485,no,no,telephone,jul,-1,0,unknown_outcome,No,0.185,No,Yes,No
874,38,management,single,tertiary,no,15030,yes,no,cellular,may,174,7,other,No,0.19,No,Yes,No
875,37,admin.,married,secondary,no,11303,no,no,cellular,may,-1,0,unknown_outcome,No,0.02,No,No,No
876,33,entrepreneur,married,tertiary,no,595,no,no,cellular,aug,-1,0,unknown_outcome,No,0.065,No,No,No
877,30,management,single,tertiary,no,19358,no,no,cellular,nov,-1,0,unknown_outcome,No,0.04,No,No,No
878,31,self-employed,single,secondary,no,203,no,yes,cellular,nov,-1,0,unknown_outcome,No,0.025,No,No,No
879,28,technician,single,tertiary,no,183,yes,yes,unspecified,may,-1,0,unknown_outcome,No,0.085,No,No,No
880,26,admin.,single,secondary,no,255,no,no,cellular,apr,80,1,success,Yes,0.315,No,Yes,No
881,31,technician,single,secondary,no,102,yes,no,telephone,apr,345,2,failure,No,0.295,No,Yes,No
882,50,housemaid,divorced,primary,no,94,yes,no,cellular,jul,-1,0,unknown_outcome,No,0.195,No,Yes,No
883,45,entrepreneur,married,primary,no,58,yes,no,telephone,may,371,3,failure,No,0.46,No,Yes,Yes
884,48,management,married,primary,no,606,no,no,cellular,mar,-1,0,unknown_outcome,No,0.045,No,No,No
885,41,technician,married,secondary,no,0,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.045,No,No,No
886,60,technician,married,primary,no,65,yes,no,unspecified,may,-1,0,unknown_outcome,Yes,0.145,No,Yes,No
887,41,blue-collar,married,secondary,no,338,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.085,No,No,No
888,43,blue-collar,married,primary,no,757,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.02,No,No,No
889,36,management,married,tertiary,no,9269,yes,yes,cellular,nov,-1,0,unknown_outcome,No,0.055,No,No,No
890,40,blue-collar,married,primary,no,1206,no,yes,telephone,jul,-1,0,unknown_outcome,No,0.12,No,Yes,No
891,28,management,single,tertiary,no,882,no,yes,cellular,jan,205,2,failure,No,0.115,No,No,No
892,27,student,single,tertiary,no,5291,no,no,cellular,nov,92,2,failure,Yes,0.155,No,Yes,No
893,49,management,single,secondary,no,61,yes,no,cellular,jan,246,1,failure,No,0.02,No,No,No
894,37,technician,married,tertiary,no,0,yes,no,cellular,nov,-1,0,unknown_outcome,No,0.07,No,No,No
895,31,blue-collar,married,secondary,no,1407,yes,no,cellular,may,-1,0,unknown_outcome,No,0.615,No,Yes,Yes
896,31,technician,single,secondary,yes,25,no,no,cellular,feb,-1,0,unknown_outcome,No,0.13,No,Yes,No
897,31,blue-collar,married,secondary,no,1354,yes,yes,cellular,nov,-1,0,unknown_outcome,No,0.035,No,No,No
898,35,blue-collar,married,primary,no,793,yes,no,cellular,apr,-1,0,unknown_outcome,No,0.05,No,No,No
899,51,blue-collar,divorced,secondary,no,10287,yes,no,unspecified,may,-1,0,unknown_outcome,No,0.01,No,No,No
900,33,technician,single,secondary,no,5235,no,no,cellular,aug,-1,0,unknown_outcome,No,0.015,No,No,No
901,30,technician,single,tertiary,no,3,yes,no,cellular,may,169,2,failure,No,0.245,No,Yes,No
902,58,technician,single,secondary,no,409,no,yes,cellular,jul,-1,0,unknown_outcome,No,0.165,No,Yes,No
903,34,admin.,married,tertiary,no,35,yes,no,cellular,oct,69,2,failure,No,0.1,No,No,No
904,45,management,married,tertiary,no,-459,no,no,cellular,aug,-1,0,unknown_outcome,No,0.21,No,Yes,No
